ue_por_1k_log,alumbrado_por_1k_log,delitos_por_1k_log,hogares_por_1k_log,cluster
0.37640187523496144,0.49021457057826306,0.6932281239764947,0.5693833757564585,0
-1.6892253255198373,-1.333167729731381,-1.0513981115200433,-1.7513266289349643,1
0.08247398258839697,-0.19661185325766162,-0.5705013981740668,-0.1572169879016027,2
