camaras_por_10k,IDS,Delitos_por_10k_hab
12.59,0.8976500000000001,596.1790230773167
18.965,0.758175,140.19118265505222
14.716666666666667,0.8653,314.2428748603289
9.89,0.6559,53.3123751514556
12.773333333333333,0.7917,179.5950548237681
